"Star_code":"Star_name":"Distance":"star temperature":"MASS":"STAR RADIUS":"STAR LUMINOSITY":"STAR TYPE"
8204:"Citadelle":50,1928:4003:0,5:0,94:0,3:"K-6-V"
3485:"Obsidian Threshold":50,3:3124:0,1:0,14:0,05:"M-1-V"
7820:"Sakuya Nebula":182,3:2992:0,1:0,09:0,03:"M-3-V"
5518:"Icarian Cipher":732,73:3763:0,5:0,74:0,11:"K-3-V"
7315:"Stellarnova":282,917:2479:0,2:0,44:0,04:"M-8-V"
7928:"Errai":181,5:2445:0,2:0,64:0,06:"M-1-V"
3379:"Nikawiy":515,491:3853:0,7:0,72:0,3:"K-5-V"
3001:"Titanium Enigma":45,7:3173:0,2:0,27:0,04:"M-3-V"
346:"Thunderpeak":320,287:2891:0,1:0,68:0,03:"M-5-V"
9526:"Alterf":947,149:3752:0,7:0,94:0,28:"K-6-V"
4668:"Meissa":568,09:2597:0,4:0,35:0,06:"M-5-V"
2823:"Zenithariana":89,3:5519:0,9:1,09:1,46:"G-5-V"
6084:"Shama":159:2720:0,3:0:0,03:"M-2-V"
3621:"Zhang":1,295:2452:0,4:0,01:0,03:"M-2-V"
3792:"Alnitak":7700:3989:0,8:0,95:0,25:"K-7-V"
3947:"Quantum Gaze":654,085:3772:0,8:0,9:0,54:"K-6-V"
2189:"Inari's Threshold":124,68:2998:0,2:0,32:0,03:"M-2-V"
2747:"Lygos Veil":357:2456:0,4:0,64:0,06:"M-1-V"
4290:"Anubis' Radiance":1790,6:2721:0,4:0,47:0,06:"M-5-V"
2781:"Kaveh":1099,14:2795:0,2:0,33:0,03:"M-5-V"
3920:"Suhail":559,19:3059:0,3:0,36:0,01:"M-4-V"
2176:"Sualocin":544:4190:0,8:0,7:0,42:"K-2-V"
7612:"Galaxaraith":437,2:2468:0,1:0,18:0,05:"M-5-V"
3789:"Lysian Nexus":431,031:2495:0,3:0,02:0,08:"M-2-V"
624:"Obelisk Beacon":27,5024:3849:0,5:0,71:0,09:"K-2-V"
5659:"Isis' Celestial":1252,13:3054:0,2:0,37:0,04:"M-1-V"
6010:"Palladium Shroud":1494,39:2935:0,4:0,33:0,02:"M-1-V"
3318:"Aetherionis":1238,24:3768:0,6:0,83:0,26:"K-5-V"
5449:"Marsic":129,804:5255:1:0,96:1,13:"G-4-V"
8406:"Reikon Resonance":45,57:4695:0,5:0,91:0,33:"K-3-V"
2934:"Alnilam":161,61:3768:0,7:0,92:0,57:"K-5-V"
9837:"Castula":639:2512:0,3:0,36:0,05:"M-4-V"
8865:"Cervantes":693:2561:0,2:0,15:0,05:"M-3-V"
3888:"Astral Serenity":20,18:2831:0,4:0,43:0,03:"M-4-V"
4081:"Helionis":52,0648:2601:0,3:0,5:0,06:"M-3-V"
9237:"Vindemiatrix":24,3323:2746:0,2:0,19:0,01:"M-4-V"
6523:"Gakyid":500,497:2699:0,3:0,37:0,02:"M-2-V"
9076:"Zavijava":949,11:2853:0,3:0,57:0,04:"M-2-V"
8155:"Inari's Cascade":283:2542:0,2:0,1:0,04:"M-2-V"
4828:"Nova Prism":1215,95:2677:0,3:0,27:0,05:"M-5-V"
9870:"Nusakan":580,046:2611:0,1:0,46:0,01:"M-5-V"
6587:"Ephemeral Labyrinth":128,061:3713:0,5:0,93:0,1:"K-6-V"
3542:"Propus":255,8:2461:0,3:0,32:0,01:"M-1-V"
1820:"Penumbrion":1434,42:3072:0,4:0,16:0,06:"M-3-V"
7133:"Tonatiuh":296,3:2406:0,1:0,35:0,05:"M-8-V"
101:"Schedar":558,5:2541:0,3:0,1:0,06:"M-2-V"
8790:"Cleopatra's Resonance":339:2951:0,3:0,39:0,05:"M-4-V"
2317:"Stellae Abyss":1589,07:4072:0,7:0,8:0,09:"K-3-V"
6509:"Astraflux":868,659:3550:0,3:0,58:0,07:"M-1-V"
1241:"Phoenicia":320,588:2738:0,2:0,09:0,06:"M-2-V"
5021:"Mikado Serenity":164,47:4676:0,6:0,78:0,15:"K-2-V"
6760:"Alchiba":340,965:4063:0,5:0,72:0,54:"K-4-V"
7328:"Torii Celestial":45,37:2413:0,4:0,65:0,03:"M-3-V"
6321:"Aurum Quasar":671,592:5375:0,9:1:1,41:"G-4-V"
2538:"Mirzam":59,7:3104:0,3:0,19:0:"M-3-V"
6884:"Sora":511,771:3745:0,5:0,73:0,59:"K-2-V"
2884:"Eternal Murmurs":1426,53:3840:0,7:0,85:0,15:"K-5-V"
3446:"Mahasim":56,518:3324:0,2:0,67:0,07:"M-1-V"
6271:"Yildun":35,7:3776:0,7:0,74:0,19:"K-0-V"
5734:"Hathor's Labyrinth":121,63:2724:0,1:0,11:0,07:"M-5-V"
8569:"Alpheratz":65,1769:2921:0,3:0,63:0,05:"M-5-V"
6539:"Stellaria Crypt":119,3:2662:0,4:0,14:0,08:"M-4-V"
6810:"Geisha's Echo":15,2528:5454:0,8:0,96:0,93:"G-5-V"
6993:"Alnasl":114,29:3970:0,5:0,89:0,32:"K-0-V"
4735:"Altair":170:4618:0,5:0,89:0,25:"K-1-V"
8572:"Nefertiti's Nebula":788,98:2445:0,2:0,5:0,02:"M-6-V"
9314:"Peacock":12,995:3116:0,2:0,25:0,05:"M-3-V"
7200:"Nebulithium":396,378:5308:0,9:0,97:1,23:"G-5-V"
7628:"Menkent":1108:2486:0,3:0,42:0,06:"M-5-V"
3517:"Rimeblade":1443,09:2654:0,3:0,63:0,01:"M-1-V"
2324:"Kamikaze Ascendance":159,906:2408:0,3:0,61:0,05:"M-3-V"
1346:"Arcalís":63,63:3948:0,5:0,75:0,09:"K-1-V"
4696:"Oakenshield":313,12:3086:0,3:0,25:0,01:"M-2-V"
800:"Anser":302,28:5508:0,9:1,07:0,62:"G-5-V"
3338:"Baekdu":578,168:2450:0,1:0,53:0,07:"M-3-V"
9764:"Umbral Depths":347,45:2586:0,4:0,65:0,01:"M-2-V"
6468:"Parumleo":1153,82:2870:0,1:0,04:0,08:"M-1-V"
9107:"Lunacraze":387:3861:0,5:0,86:0,47:"K-7-V"
4247:"Cosmosis":923,551:3782:0,5:0,94:0,4:"K-7-V"
116:"Nyamien":347,814:2653:0,3:0,62:0,06:"M-7-V"
5034:"Igniflux":83,5:4271:0,6:0,89:0,09:"K-5-V"
5170:"Kaus Media":37,38:2894:0,1:0,15:0,04:"M-0-V"
5681:"Aquilan Cipher":53,622:2447:0,2:0,29:0,03:"M-8-V"
6607:"Hikari":1552,31:4105:0,7:0,77:0,52:"K-1-V"
2198:"Zephyrianix":35,274:2528:0,3:0,37:0,03:"M-5-V"
158:"Bastet's Silence":1150:3793:0,7:0,7:0,5:"K-6-V"
201:"Abyssal Echoes":496,179:3195:0,2:0,38:0,07:"M-2-V"
5284:"Mjoltr":753,63:3236:0,1:0,24:0,05:"M-0-V"
1987:"Fuji Nebula":521,458:2764:0,3:0,08:0,06:"M-5-V"
3617:"Wurren":326,4:3743:0,5:0,75:0,14:"K-2-V"
4559:"Phantasmal Abyss":65,06:5349:0,9:1,09:0,75:"G-2-V"
2034:"Scarabian Veil":535:2712:0,3:0,06:0,01:"M-3-V"
9489:"Horus' Ascendance":901,795:4150:0,7:0,83:0,38:"K-6-V"
1516:"Yugure Radiance":10,89:4707:0,6:0,85:0,15:"K-2-V"
1723:"Nebulium":934,81:2917:0,4:0,65:0,02:"M-0-V"
355:"Tania Borealis":23,2:2898:0,4:0,37:0,03:"M-5-V"
2993:"Orionyx":4,55:4220:0,7:0,83:0,43:"K-2-V"
8676:"Ayeyarwady":51,9503:5541:0,8:1,01:0,93:"G-4-V"
7235:"Phantasma":1149,95:3141:0,4:0,09:0,05:"M-2-V"
5163:"Pipoltr":27,93:2516:0,4:0,62:0,06:"M-6-V"
3294:"Hawkfire":206,334:3836:0,6:0,73:0,38:"K-7-V"
7586:"Skjoldr":37,0788:3754:0,5:0,87:0,18:"K-7-V"
7622:"Aldhanab":134:3798:0,5:0,77:0,37:"K-7-V"
9516:"Biham":1736,95:2753:0,4:0,03:0,07:"M-1-V"
7807:"Snowstrider":712,708:4417:0,8:0,95:0,35:"K-2-V"
9833:"Atria":104,93:2758:0,1:0,48:0,05:"M-6-V"
2283:"Aludra":196,01:2740:0,2:0,26:0,04:"M-1-V"
8574:"Uruk":759:3906:0,6:0,93:0,58:"K-3-V"
7013:"Elnath":5690:4902:0,5:0,96:0,29:"K-1-V"
7397:"Nebula Nova":185,947:3874:0,8:0,77:0,16:"K-7-V"
4121:"Quantum Radiance":46,16:2519:0,4:0,38:0,03:"M-5-V"
3116:"Emiw":681,77:2911:0,2:0,23:0,06:"M-2-V"
3948:"Astral Whisper":287,274:2730:0,4:0,04:0,02:"M-6-V"
2881:"Bonsai Celestial":124,24:2661:0,2:0,69:0,04:"M-5-V"
6916:"Alshain":1197,32:3520:0,2:0,65:0,04:"M-1-V"
9601:"Inazuma":921,234:2444:0,4:0,43:0,06:"M-8-V"
3368:"Toliman":273,24:2777:0,2:0,33:0,03:"M-1-V"
3913:"Hikari Nebula":399,106:2428:0,1:0,62:0,04:"M-3-V"
4005:"Buna":187,15:2971:0,3:0,55:0,02:"M-2-V"
8711:"Exoplantra":90,29:4259:0,6:0,92:0,26:"K-5-V"
7396:"Rana":75,2092:5415:1:1,11:1,33:"G-2-V"
5585:"Poerava":774,833:5445:1:1,13:0,86:"G-2-V"
8517:"Yed Posterior":31,17:3829:0,6:0,79:0,31:"K-2-V"
2919:"Ebon Crypt":942:2807:0,4:0,29:0,01:"M-1-V"
7930:"Spica":502,134:2484:0,3:0,05:0,06:"M-8-V"
2356:"Astral Echo":31,9:4450:0,7:0,84:0,56:"K-2-V"
2015:"Astromara":32,4:2763:0,3:0,13:0,05:"M-2-V"
8792:"Kōri Resonance":949,307:2900:0,4:0,5:0,06:"M-5-V"
6497:"Helixarian":1025,64:2751:0,3:0,05:0,01:"M-4-V"
8730:"Paikauhale":124,09:4352:0,7:0,9:0,26:"K-3-V"
6293:"Nocturnal Silence":1022,01:2756:0,1:0,51:0,02:"M-4-V"
4075:"Kachō":8,034:2536:0,4:0,44:0,05:"M-5-V"
5253:"Taygeta":1031,91:2863:0,2:0,44:0,02:"M-3-V"
8061:"Sekhmet's Ember":1081,43:5286:0,9:1,03:0,61:"G-4-V"
8798:"Starlight Haven":64,76:2719:0,2:0,44:0,03:"M-6-V"
6096:"Inari's Labyrinth":576,181:3757:0,6:0,71:0,25:"K-6-V"
2079:"Markeb":310,5:3544:0,4:0,55:0,07:"M-1-V"
6622:"Celestara":77,2554:4042:0,6:0,94:0,57:"K-6-V"
9568:"Arcanix":512,033:2717:0,1:0,46:0,04:"M-4-V"
7269:"Hannya Cosmos":1712,49:2608:0,1:0,05:0,05:"M-2-V"
9835:"Astrobix":66,56:3304:0,2:0,28:0,07:"M-1-V"
962:"Quasarionyx":91:3424:0,4:0,35:0,08:"M-0-V"
67:"Ankh Horizon":2472,8:3148:0,3:0,63:0,01:"M-3-V"
3910:"Alula Borealis":260,036:3123:0,3:0,29:0,07:"M-2-V"
3833:"Lionrock":1070,66:5731:0,8:1,11:1,29:"G-2-V"
7207:"Galaxix":5650:2748:0,3:0,56:0,06:"M-6-V"
8768:"Pyramid Radiance":489,069:2588:0,4:0,63:0,03:"M-2-V"
5645:"Abyssal Echo":646,329:4519:0,7:0,88:0,52:"K-2-V"
4160:"Mizar":100,96:5410:0,9:1,09:0,66:"G-2-V"
7107:"Ma'at's Celestial":1107,05:3713:0,7:0,72:0,58:"K-7-V"
5269:"Kirei":1076,89:3378:0,1:0,55:0,02:"M-2-V"
4406:"Photara":41,58:4175:0,6:0,71:0,36:"K-5-V"
4210:"Galacticon":28,5:2672:0,3:0,63:0,04:"M-0-V"
1595:"Musica":1266,39:3255:0,4:0,48:0:"M-3-V"
309:"Algedi":84,6:3018:0,3:0,48:0,05:"M-4-V"
8154:"Galaxy Prism":63,1:5246:0,8:1:0,96:"G-4-V"
2619:"Nihal":1178,83:4628:0,7:0,85:0,57:"K-2-V"
3167:"Mirfak":82,4251:2989:0,2:0,28:0,01:"M-3-V"
6127:"Sansuna":798,3395:3823:0,6:0,71:0,38:"K-7-V"
507:"Kasumi Whisper":34:2547:0,2:0,39:0,05:"M-1-V"
5430:"Samurai's Mirage":706,265:5471:0,8:1,13:1,26:"G-5-V"
1092:"Solaris Cascade":1111,36:2914:0,3:0,25:0,08:"M-3-V"
5032:"Ran":1737,92:2932:0,3:0,04:0,03:"M-3-V"
1335:"Aozora Nebula":320,935:2427:0,3:0,64:0,02:"M-2-V"
7788:"Bunda":24,36:2559:0,2:0,32:0,06:"M-1-V"
8229:"Infinity Iris":154,57:2423:0,4:0,62:0,03:"M-1-V"
6651:"Quanticara":426,57:2501:0,3:0,2:0,08:"M-6-V"
532:"Nebula Nexus":14,32:3389:0,3:0,47:0,02:"M-1-V"
8380:"Gienah":119,54:3993:0,6:0,73:0,57:"K-2-V"
5714:"Enigmatic Abyss":140,4:3122:0,4:0,27:0,01:"M-2-V"
8170:"Cassioflux":592:3723:0,5:0,92:0,24:"K-2-V"
3642:"Natasha":20,5:2819:0,3:0,46:0,06:"M-2-V"
8292:"Haruka":96,7:2608:0,1:0,13:0,07:"M-6-V"
8731:"Sabik":1804,36:2501:0,4:0,12:0,01:"M-3-V"
4572:"Quasarion":29,69:2670:0,3:0,09:0:"M-3-V"
7853:"Alioth":18,1:2511:0,2:0,62:0,02:"M-2-V"
3278:"Angetenar":250:2470:0,3:0,06:0,06:"M-6-V"
5370:"Orion's Elegance":553,649:2878:0,2:0,13:0,03:"M-5-V"
594:"Praecipua":680,33:2977:0,1:0,31:0,04:"M-4-V"
9630:"Elysian Anomaly":956,938:2444:0,3:0,52:0,07:"M-7-V"
8430:"Brimwarden":720:2414:0,3:0,26:0,04:"M-8-V"
9102:"Piautos":840:2452:0,2:0,18:0,08:"M-2-V"
2583:"Arkab Posterior":854,42:2543:0,4:0,56:0,01:"M-6-V"
6323:"Koi Horizon":64,97:5551:0,9:0,97:0,83:"G-4-V"
7604:"Nushagak":537,461:3850:0,8:0,9:0,23:"K-5-V"
7014:"Cosmoflare":766,636:4437:0,7:0,87:0,17:"K-4-V"
6610:"Nebularian":140,8:4334:0,7:0,83:0,43:"K-5-V"
3430:"Zenithrion":1314,51:2453:0,3:0,01:0,06:"M-5-V"
3718:"Polis":625,547:2778:0,4:0,2:0,04:"M-3-V"
2645:"Hannya's Silence":1431,64:4584:0,5:0,82:0,32:"K-0-V"
2515:"Siriusith":1046,03:3990:0,7:0,93:0,41:"K-5-V"
7766:"Baten Kaitos":1433,49:2772:0,3:0,67:0,04:"M-2-V"
6231:"Ra's Echo":1097,33:2825:0,2:0,02:0,04:"M-2-V"
5146:"Tarazed":646,705:2926:0,3:0,61:0,02:"M-5-V"
4646:"Mekbuda":677,736:4072:0,8:0,71:0,14:"K-6-V"
3549:"Menkar":1035,2:2788:0,3:0,57:0,08:"M-0-V"
9475:"Bastet's Mirage":84,56:3225:0,3:0,28:0,06:"M-3-V"
4412:"Celestrium":127,27:2969:0,1:0,56:0,02:"M-2-V"
660:"Lyraflux":457,75:3126:0,3:0,2:0,04:"M-2-V"
39:"Aldebaran":1562,99:2910:0,4:0,44:0,02:"M-5-V"
6872:"Cosmara":871,096:2434:0,3:0,45:0,05:"M-3-V"
3655:"Kawa":395,58:2751:0,4:0,69:0,05:"M-1-V"
8602:"Sphinx Nebula":924,9:5485:0,8:1,06:1,05:"G-5-V"
9317:"Pulsara":791:3814:0,6:0,76:0,23:"K-5-V"
3586:"Sadalsuud":32,56:4059:0,5:0,94:0,2:"K-3-V"
9822:"Asterope":921,489:2964:0,4:0,38:0,02:"M-5-V"
2923:"Mintaka":557,993:2436:0,3:0,25:0,06:"M-5-V"
5140:"Berserkr":639,62:3179:0,2:0,14:0,05:"M-3-V"
6671:"Kitalpha":485:3282:0,3:0,38:0,06:"M-2-V"
1814:"Lunariara":1257,7:2487:0,1:0,66:0,02:"M-3-V"
8240:"Pleione":245:5314:0,8:0,96:1,38:"G-4-V"
5484:"Alkarab":105,1:4130:0,5:0,75:0,42:"K-5-V"
8350:"Isis' Labyrinth":1174,48:3078:0,2:0,02:0,01:"M-4-V"
7685:"Sadachbia":112,84:4104:0,6:0,88:0,46:"K-5-V"
7553:"Sakura Mirage":604:3910:0,7:0,73:0,46:"K-2-V"
4973:"Aurora Anomaly":45,5621:2645:0,2:0,39:0,04:"M-2-V"
6506:"Aldhibah":804:3434:0,2:0,21:0,04:"M-1-V"
7004:"Sirius":483,185:4225:0,8:0,84:0,13:"K-5-V"
7188:"Cosmic Shadows":355,54:3726:0,6:0,79:0,45:"K-6-V"
7444:"Libertas":510,751:2724:0,3:0,36:0,07:"M-1-V"
2049:"Darkonium":839:2903:0,1:0,46:0,02:"M-3-V"
2812:"Cryptic Mirage":12,7:3578:0,4:0,46:0,05:"M-0-V"
6036:"Yurei Celestial":1432,65:3725:0,6:0,81:0,47:"K-6-V"
825:"Astroflux":953,85:2709:0,2:0,42:0,04:"M-2-V"
3157:"Cosmosol":47,3924:2598:0,3:0,32:0,06:"M-3-V"
8996:"Nebula Obscura":6280:2655:0,3:0,08:0,08:"M-6-V"
9505:"Fafnir":1525,32:3764:0,8:0,84:0,52:"K-0-V"
9530:"Moldoveanu":744,602:3737:0,6:0,79:0,23:"K-2-V"
3622:"Mazaalai":718,752:3977:0,8:0,85:0,47:"K-6-V"
1418:"Acubens":298,219:3766:0,7:0,92:0,46:"K-2-V"
1929:"Berehynia":630,955:2487:0,1:0,56:0,02:"M-2-V"
5977:"Absolutno":64,6692:2851:0,2:0,29:0,05:"M-5-V"
8556:"Quantraflux":1385,23:2591:0,2:0,18:0,02:"M-7-V"
1069:"Arkab Prior":27,81:2536:0,4:0,19:0,03:"M-6-V"
8843:"Fuyue":49,4156:2697:0,2:0,39:0,06:"M-0-V"
7602:"Kūkan Cascade":956,755:2773:0,1:0,43:0,05:"M-3-V"
2217:"Ryusei Radiance":789:2935:0,1:0,07:0,03:"M-5-V"
316:"Luminous Nexus":1204,8193:2701:0,2:0,5:0,03:"M-3-V"
3185:"Quantronix":385:2688:0,1:0,17:0,05:"M-5-V"
4745:"Aetherion":494,818:3367:0,3:0,05:0,06:"M-2-V"
4867:"Samurai's Veil":6,97:2528:0,1:0,62:0,05:"M-7-V"
4942:"Amatsu Echo":1249,53:3326:0,2:0,09:0,01:"M-1-V"
